timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1539337706587712,-9,42,3,1,-2,-4,7,0
1539337706587712,-29,14,10,2,2,3,-3,-3
1539337706587712,23,-6,-8,-3,0,1,-4,0
1539337706587712,-10,0,3,3,0,1,0,0
1539337706589703,4,-33,-7,0,-2,-4,4,-2
1539337706589703,4,9,-2,-4,-1,2,-1,-1
1539337706589703,4,6,2,-1,-1,2,-1,1
1539337706589703,-13,14,5,1,2,2,0,2
1539337706599677,-5,40,6,3,0,-3,4,3
1539337706599677,5,-5,-3,-2,-2,-1,-4,-2
1539337706612960,-10,-2,1,0,0,2,-3,-4
1539337706612960,8,7,2,0,1,0,-1,2
1539337706619623,0,-27,-4,1,0,-2,1,-2
1539337706619623,-1,9,0,0,-1,1,-2,0
1539337706636579,-7,8,2,1,-1,1,-3,0
1539337706636579,5,-5,-1,1,0,1,0,-1
1539337706641569,5,-20,-6,-2,-4,-3,3,-1
1539337706641569,2,-1,1,0,2,1,-3,-2
1539337706657562,-4,-2,1,-3,1,-2,0,0
1539337706657562,5,-6,-2,-1,0,0,-1,-2
1539337706659532,4,-28,-4,-4,0,-1,1,-1
1539337706659532,2,-9,-4,-2,-3,-1,-1,1
1539337706681459,-5,8,3,2,0,1,0,2
1539337706681459,15,-8,-6,-1,-1,1,-2,1
1539337706682456,-10,-6,-2,0,0,-2,0,-1
1539337706682456,6,6,-1,-5,-1,-2,-2,0
1539337706718612,1,3,1,2,3,3,-2,0
1539337706718612,9,-49,-5,-1,-2,-1,1,-1
1539337706719358,-12,-22,4,1,-3,-3,6,-1
1539337706719358,-36,87,19,5,3,3,-2,-1
1539337706721352,7,5,2,-1,1,0,-1,1
1539337706721352,4,5,1,2,0,1,-1,1
1539337706723366,4,-17,-5,1,-1,-4,4,-1
1539337706723366,10,-29,-6,-3,-1,0,-3,-2
1539337706731336,-38,25,11,2,0,2,-1,-1
1539337706731336,-4,22,1,0,3,1,-1,1
1539337706740301,10,-9,-3,-1,-1,-3,5,-1
1539337706740301,9,-4,-2,-2,1,3,-3,0
1539337706754594,4,-2,-3,-2,2,1,-4,-1
1539337706754594,9,-14,-7,-3,0,-1,0,0
1539337706761603,0,17,-1,-1,-1,-4,1,0
1539337706761603,6,-33,-6,-1,0,2,-5,-4
1539337706777203,-12,11,2,0,0,1,-1,0
1539337706777203,-7,1,0,-1,0,0,2,0
1539337706783194,6,-15,-5,-3,-3,-3,1,-2
1539337706783194,2,-3,-3,-1,-1,2,-3,-1
1539337706791235,21,-38,-13,-3,-1,-3,-4,-3
1539337706791235,1,8,4,-1,0,1,0,3
1539337706806125,-15,-2,2,-1,0,0,0,-2
1539337706806125,7,-29,-2,-2,0,0,0,0
1539337706807123,-3,9,0,-1,-1,-1,-1,-1
1539337706807123,-8,12,6,3,0,0,-1,-2
1539337706829178,15,-10,-6,-1,-3,-2,-2,2
1539337706829178,1,3,-3,-3,-1,0,-1,1
1539337706837045,-5,-9,1,-2,-2,0,-2,-3
1539337706837045,3,-5,2,2,2,0,3,1
1539337706844033,-7,23,5,1,-2,0,1,0
1539337706844033,-1,13,1,0,-1,-1,-2,1
1539337706851325,7,-4,-2,-2,0,-1,-1,0
1539337706851325,4,-4,1,-1,0,-1,0,1
1539337706867197,3,-28,-15,-4,-1,-3,0,-3
1539337706867197,1,30,6,1,1,2,0,2
1539337706867197,0,9,2,1,0,1,1,1
1539337706867197,0,-2,-1,-2,-3,-1,1,1
1539337706889262,-6,-4,3,1,0,-2,0,-3
1539337706889262,2,19,-4,-1,-1,-1,0,-1
1539337706889902,-3,-1,0,0,-1,0,-2,0
1539337706889902,-2,3,1,2,0,1,1,-1
1539337706904178,-2,-3,-7,-1,-2,-1,0,1
1539337706904178,-12,-19,-1,-1,-1,0,-3,-3
1539337706911162,-1,10,3,-1,-3,0,0,0
1539337706911162,-4,71,10,2,1,1,2,5
1539337706926803,3,-21,-7,-3,-1,-3,-3,-4
1539337706926803,-2,-1,2,0,0,0,-2,0
1539337706927801,-3,-2,-3,-1,1,0,1,-2
1539337706927801,1,-17,-2,-3,-1,1,-2,-2
1539337706948744,4,2,0,-2,-2,0,-2,0
1539337706948744,-17,12,7,2,2,1,1,0
1539337706949742,6,15,-1,1,1,0,-1,-1
1539337706949742,1,1,-7,0,0,2,0,-3
1539337706963704,1,4,1,0,-1,0,1,-1
1539337706963704,4,-6,-3,-1,1,-1,-1,0
1539337706971683,10,2,-2,-3,-5,-3,-1,2
1539337706971683,-21,-7,3,2,3,0,1,-1
1539337706986643,4,55,8,0,-1,0,0,3
1539337706986643,26,-35,-8,-1,-2,-1,-2,2
1539337706987640,-24,2,8,1,0,2,-1,-1
1539337706987640,3,-14,-2,-1,-2,-2,0,-1
1539337707009790,4,-37,-7,-1,-1,0,-1,-1
1539337707009790,-5,12,7,1,0,0,0,-1
1539337707009790,2,16,2,0,-2,0,0,0
1539337707009790,8,-10,-8,-2,1,-2,-1,-2
1539337707023557,-13,-6,5,0,0,-1,1,-2
1539337707023557,-3,3,-13,-4,-2,-3,-3,-3
1539337707031543,3,-24,-9,-5,-2,-2,-3,-1
1539337707031543,-7,3,4,1,0,-1,-1,-4
1539337707046492,-5,33,3,-1,0,-1,1,2
1539337707046492,-8,7,5,0,0,3,0,-1
1539337707047508,-2,0,0,0,-1,0,-1,-2
1539337707047508,15,-19,-7,-3,-4,-3,-1,2
1539337707069755,4,-12,-3,0,-1,0,-2,-3
1539337707069755,-9,4,-1,-1,-1,-1,-2,-1
1539337707069755,-5,8,3,2,2,0,0,2
1539337707069755,-7,-10,1,-1,-1,0,-1,-1
1539337707091930,1,-22,2,1,1,1,0,-2
1539337707091930,5,21,-1,2,0,-1,1,1
