timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1539353881330350,0,0,1,0,-1,1,1,0
1539353881330350,0,0,-2,0,-1,0,0,1
1539353881331346,1,-1,-1,-2,-1,-2,-1,-1
1539353881331346,2,-1,0,2,2,0,-2,0
1539353881346274,-1,0,-1,1,-1,-1,3,-1
1539353881346274,-1,-1,-3,-1,1,-1,0,0
1539353881347343,1,1,0,-1,-1,0,-1,0
1539353881347343,1,1,0,-2,0,0,-1,-1
1539353881351252,1,-1,1,-2,0,0,1,1
1539353881351252,-2,0,1,0,0,0,0,-1
1539353881361400,-2,1,-2,0,-1,-1,-2,-2
1539353881361400,-1,0,-1,0,0,0,-2,0
1539353881363220,0,-1,0,0,0,-1,0,-2
1539353881363220,-1,-1,-2,-1,-1,-1,2,1
1539353881364293,0,1,-1,0,0,0,-2,0
1539353881364293,-1,1,0,0,1,-1,-1,0
1539353881414091,-2,-3,0,0,-3,0,-2,0
1539353881414091,-1,-1,0,-2,-1,-1,-1,0
1539353881417076,0,1,0,0,0,0,1,0
1539353881417076,0,0,1,0,0,-1,0,-3
1539353881419071,0,0,0,-1,0,0,-1,0
1539353881419071,-1,0,-1,-1,-1,-1,0,-1
1539353881420076,0,0,0,-1,-1,-2,-2,-1
1539353881420076,0,0,1,0,-1,-2,1,-1
1539353881422063,-1,0,-1,0,0,0,0,-2
1539353881422063,0,0,-2,0,0,-1,-1,-2
1539353881428055,-1,-1,0,-1,1,0,1,-2
1539353881428055,-2,0,-1,0,-1,-1,-2,0
1539353881429086,0,-2,0,0,0,1,-1,-1
1539353881429086,0,-1,1,-1,0,0,0,1
1539353881451983,0,-2,-1,1,-2,-2,-1,1
1539353881451983,1,-1,-1,-1,-1,-1,0,0
1539353881464990,-1,0,-2,0,1,0,-1,1
1539353881464990,-1,1,-1,-2,-1,0,0,-2
1539353881465948,0,0,0,1,-1,1,-2,0
1539353881465948,0,-1,-1,1,1,1,-1,0
1539353881478939,-1,-1,-1,-2,-2,-1,-2,1
1539353881478939,0,-2,0,0,0,-2,-1,1
1539353881495054,1,0,0,0,0,0,-1,0
1539353881495054,-1,-1,-1,-2,-2,0,0,-1
1539353881496863,-1,0,0,-1,0,-1,-2,0
1539353881496863,1,0,1,0,1,0,-1,-1
1539353881520807,-1,0,-1,0,-1,1,2,0
1539353881520807,-1,0,-2,1,0,0,-1,-1
1539353881522805,-1,1,0,-1,0,1,0,-1
1539353881522805,-1,1,0,1,0,-1,-1,0
1539353881523799,1,-1,-1,-1,-1,0,0,0
1539353881523799,1,0,0,0,-1,-1,-2,-2
1539353881554708,-1,-1,-1,-1,0,0,0,0
1539353881554708,-3,0,-1,0,-1,1,0,0
1539353881563686,0,-2,1,0,-1,0,-2,0
1539353881563686,-1,0,0,1,-1,0,2,0
1539353881565716,-2,-1,-1,0,0,-1,0,-2
1539353881565716,1,-3,1,0,-3,-1,-1,-2
1539353881566678,-1,-3,-3,-1,1,0,-2,-2
1539353881566678,0,1,-1,0,1,0,0,0
1539353881570666,1,-2,-3,-2,0,0,-2,1
1539353881570666,0,-1,-1,-1,0,-1,0,0
1539353881638487,0,0,-1,0,1,-3,2,0
1539353881638487,0,-1,1,-1,-2,-1,-1,0
1539353881641561,-1,0,1,0,-3,-1,0,0
1539353881641561,1,0,2,0,-1,0,-2,-1
1539353881668405,-1,-2,1,0,1,2,0,0
1539353881668405,-1,-1,0,0,-2,-1,-1,0
1539353881670403,0,-2,-1,0,-3,0,-2,-2
1539353881670403,-1,0,-2,1,1,-1,-1,0
1539353881671432,-2,1,-2,0,-1,-2,0,-1
1539353881671432,0,-1,-1,1,3,0,0,0
1539353881676384,1,1,1,0,1,-1,2,-1
1539353881676384,-2,-2,0,-1,-1,-1,0,0
1539353881677551,-1,-1,0,-1,0,-1,-2,0
1539353881677551,-1,1,1,-1,-1,0,-2,-1
1539353881689356,-1,-1,-1,-1,-1,0,0,-1
1539353881689356,1,1,0,-2,0,0,1,0
1539353881690345,0,-1,-1,-1,1,1,0,0
1539353881690345,0,0,2,0,-1,-1,0,1
1539353881703489,-1,-1,-2,1,1,-1,-1,1
1539353881703489,-2,0,-1,2,1,0,1,0
1539353881711297,-1,0,-2,-1,-2,-1,0,-2
1539353881711297,0,1,0,0,-4,-3,-2,0
1539353881744340,0,1,0,0,0,-1,-1,-2
