timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1539337849946938,2,-13,-2,-1,-1,-3,5,2
1539337849946938,-2,1,-2,-4,-4,-3,-3,-3
1539337849947935,2,5,0,-1,-1,0,-1,-1
1539337849947935,2,1,-3,-2,0,0,-4,0
1539337849951923,-9,-1,3,2,0,-2,4,-2
1539337849951923,-2,-5,-2,0,-3,-2,-2,-2
1539337849953919,-3,2,1,-1,1,0,-2,0
1539337849953919,-3,3,0,-1,-1,0,-3,-3
1539337849959902,11,-3,-3,0,-3,-1,2,4
1539337849959902,-7,-3,-2,-1,0,-1,-1,-1
1539337849973017,-4,3,0,-2,1,1,-3,-1
1539337849973017,-4,-8,-1,2,2,2,-1,0
1539337849984836,0,-8,-2,-1,-1,-2,2,-2
1539337849984836,-20,69,18,5,1,2,4,1
1539337849987835,2,6,-1,-2,0,0,-3,1
1539337849987835,-2,5,2,0,1,2,1,0
1539337850002826,-1,-5,-1,0,0,-2,3,0
1539337850002826,4,-15,-5,-2,-2,0,-1,-2
1539337850019749,-2,1,0,0,0,1,-2,-1
1539337850019749,-3,24,6,1,-1,-1,-1,2
1539337850020748,11,2,1,-2,1,0,0,0
1539337850020748,4,-15,-4,-3,-1,-2,-2,-2
1539337850066618,-1,3,0,1,1,-1,1,0
1539337850066618,4,-13,-4,0,-1,-3,5,1
1539337850067623,-5,5,-1,-2,0,0,-3,-3
1539337850067623,3,3,-1,-1,-4,1,-3,0
1539337850068616,-2,2,1,1,1,0,-1,2
1539337850068616,1,-8,-1,-2,-2,-2,5,-1
1539337850070614,-3,5,3,-1,0,0,-2,-2
1539337850070614,-10,4,2,0,0,0,-2,0
1539337850078593,2,3,2,1,1,1,-1,-1
1539337850078593,1,-7,-1,0,-1,-1,3,1
1539337850085573,-1,3,-2,-1,-2,1,-1,0
1539337850085573,-4,5,1,1,0,1,0,-3
1539337850092557,1,13,5,3,1,3,1,3
1539337850092557,-19,0,7,4,0,0,4,-1
1539337850107516,-4,5,-1,1,-1,0,-3,-2
1539337850107516,3,4,0,-2,0,0,-3,0
1539337850116485,6,-7,-4,-2,1,0,0,1
1539337850116485,9,-6,-6,0,-3,-2,-2,0
1539337850130447,2,4,1,-4,-1,0,-1,-1
1539337850130447,13,-41,-7,0,0,-1,-2,-1
1539337850146518,-4,-2,-1,-2,1,0,-1,-1
1539337850146518,2,-7,-3,-2,-3,-2,-1,-1
1539337850153393,-4,5,-1,0,1,1,-2,1
1539337850153393,-1,-7,-5,-3,0,-3,-2,-2
1539337850154383,12,-10,-7,-3,-3,-1,-1,0
1539337850154383,2,-1,-3,0,2,-1,0,1
1539337850176438,5,-8,-2,0,-2,-1,-1,1
1539337850176438,-8,12,3,0,1,1,-2,-2
1539337850177321,5,-13,-5,-2,0,-1,-1,-1
1539337850177321,-33,6,6,2,2,0,1,-5
1539337850199263,-2,0,-1,0,-2,-2,-1,-2
1539337850199263,-1,9,2,0,0,0,1,1
1539337850200283,1,24,2,1,0,-1,0,1
1539337850200283,13,-12,-7,-3,-3,-1,-1,-2
1539337850213227,-4,1,1,1,1,0,-1,-1
1539337850213227,-9,17,4,2,-2,1,-1,-1
1539337850214226,-2,-1,4,1,1,1,1,1
1539337850214226,5,0,-2,0,-3,-2,-2,0
1539337850237276,-2,4,0,-1,-1,0,-2,0
1539337850237276,7,2,-1,0,-1,0,0,2
1539337850237276,-6,0,1,2,-1,-1,2,-1
1539337850237276,5,-1,-2,-1,0,-3,0,-1
1539337850259105,7,5,2,0,0,0,1,2
1539337850259105,-17,-2,2,3,-1,1,-1,-3
1539337850260101,-2,-6,1,1,0,1,1,0
1539337850260101,-5,6,0,1,-2,0,0,1
1539337850273097,-1,-4,0,-1,0,0,-2,-2
1539337850273097,2,0,-1,-2,2,0,-2,1
1539337850274065,1,5,1,-1,-1,-1,0,0
1539337850274065,6,-5,-2,-2,-1,0,0,0
1539337850297084,-7,-3,-2,-1,1,-1,-1,-1
1539337850297084,1,7,1,-1,2,1,1,0
1539337850298032,-4,-3,-2,-1,0,-1,-2,-2
1539337850298032,14,-11,-4,-2,-2,-1,-1,1
1539337850319127,-2,-4,-1,1,-1,0,0,0
1539337850319127,9,5,-3,-2,0,0,-1,1
1539337850319941,0,-2,-1,1,0,2,1,-1
1539337850319941,7,1,-1,-2,0,-3,-1,-1
1539337850333913,0,2,-1,-2,0,1,1,-1
1539337850333913,2,-1,0,-1,-1,-3,-1,0
1539337850333913,-2,-1,0,0,-3,0,-2,1
1539337850333913,-1,0,0,0,1,2,-1,-1
1539337850356849,-1,0,0,-1,0,0,-1,-1
1539337850356849,4,-6,-3,-1,-2,-2,-1,2
1539337850357847,-8,7,6,2,4,1,0,-1
1539337850357847,-5,1,0,-3,-1,-2,0,1
1539337850378823,4,-18,-2,-2,0,-2,-2,-1
1539337850378823,-13,16,5,2,0,1,2,0
1539337850379783,-2,-3,0,1,0,-1,0,-2
1539337850379783,3,2,0,0,-2,1,0,-1
1539337850393743,-2,-1,2,2,3,1,1,-2
1539337850393743,1,-22,-7,-2,-2,-2,-3,-2
1539337850394881,-13,6,3,0,-2,0,0,1
1539337850394881,-1,6,-1,-3,-3,0,-1,1
1539337850416863,0,5,1,-2,1,0,-1,-1
1539337850416863,-1,-6,0,1,1,0,-1,-1
1539337850417680,13,0,-5,-2,-1,1,0,2
1539337850417680,1,-4,-3,-2,-1,-1,0,0
1539337850439789,-9,1,-1,-2,-1,-1,-1,0
