timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1539338852947240,-9,12,7,1,0,0,-1,-1
1539338852947240,10,-37,-8,-3,-2,0,1,-1
1539338852948238,2,7,4,4,3,-2,1,-1
1539338852948238,1,2,0,-4,-1,-1,-1,0
1539338852949234,7,-7,-6,-5,-2,-1,-1,-1
1539338852949234,2,-19,4,-1,-1,2,0,1
1539338852951239,2,-4,1,3,1,-3,0,-1
1539338852951239,-18,51,6,3,1,1,2,-1
1539338852958202,2,21,6,-1,-1,0,0,3
1539338852958202,-1,-2,-1,-1,0,1,-2,0
1539338852972465,4,-23,-3,0,2,-5,-2,0
1539338852972465,2,-9,0,-1,-1,-1,0,-1
1539338852978148,7,-7,-7,-3,-2,-1,-1,1
1539338852978148,-13,32,6,3,2,2,2,-2
1539338852990117,2,6,1,2,0,-2,-1,-1
1539338852990117,8,15,-1,-4,-2,1,-1,1
1539338853002127,6,-28,-7,-1,0,1,-1,-2
1539338853002127,-9,-3,-1,1,1,0,2,2
1539338853017049,-1,65,8,3,0,-2,2,0
1539338853017049,3,-39,-11,-2,-5,-2,-3,-1
1539338853024092,5,-4,-3,-3,-2,1,1,1
1539338853024092,3,15,6,4,1,1,2,3
1539338853037988,-2,13,4,4,3,0,1,0
1539338853037988,-8,-61,-13,-5,-3,-2,-1,-7
1539338853071899,4,-11,0,3,2,-2,1,1
1539338853071899,-10,-52,-6,-4,-3,-6,-4,-7
1539338853072955,1,-1,0,-4,-1,-1,1,1
1539338853072955,4,-3,-1,-3,-2,0,0,0
1539338853076168,-21,3,8,6,5,4,1,-5
1539338853076168,22,-5,-9,-1,-4,-4,-4,0
1539338853076885,-11,7,4,0,1,4,0,0
1539338853076885,-4,-4,-2,-2,1,1,0,1
1539338853084864,10,-5,-6,-1,-1,-2,0,1
1539338853084864,1,-6,-2,2,2,-1,0,-2
1539338853105809,4,-20,-8,-5,-1,-1,-1,0
1539338853105809,-41,22,23,5,2,3,2,-1
1539338853114853,-4,-50,-8,0,-2,-3,-1,-3
1539338853114853,-2,18,2,1,0,-2,-2,-1
1539338853115783,0,1,-3,-2,-3,0,1,1
1539338853115783,9,-6,-5,-2,-4,0,0,-1
1539338853129744,10,-3,-2,0,-1,-3,-3,1
1539338853129744,-10,1,2,0,-1,-1,-1,-2
1539338853144962,-1,2,1,-1,0,-1,-1,-1
1539338853144962,7,-11,-4,-2,-1,-1,0,1
1539338853146699,-2,8,1,1,-1,-1,0,0
1539338853146699,5,9,-1,2,-2,-1,-2,1
1539338853166651,2,1,-3,-2,1,-1,-1,-1
1539338853166651,20,35,-7,-6,-2,-1,-3,0
1539338853168640,2,9,2,1,0,0,1,2
1539338853168640,-16,-16,4,1,0,-1,1,-3
1539338853180679,-2,39,5,2,1,0,1,0
1539338853180679,3,-18,-6,-2,-3,-1,0,-2
1539338853189584,14,3,2,0,2,1,0,2
1539338853189584,5,-8,-4,-4,1,-1,-2,0
1539338853211748,-2,-28,-4,0,-2,-1,-2,-3
1539338853211748,6,-36,-12,-3,-2,-2,-3,1
1539338853213520,-3,22,2,-1,-3,-4,0,-1
1539338853213520,1,35,5,2,-1,0,0,2
1539338853226639,-14,8,0,3,0,2,0,-1
1539338853226639,19,18,-9,-3,-1,1,-2,0
1539338853228481,-21,10,8,1,-2,0,0,-4
1539338853228481,8,-44,-11,-3,-1,-4,-3,-3
1539338853240653,13,51,10,2,1,1,0,4
1539338853240653,-13,-15,4,1,0,0,-2,-3
1539338853249425,7,-13,-4,1,-2,0,0,0
1539338853249425,-1,-38,-1,0,0,1,-1,-1
1539338853264393,0,-30,-2,-2,-1,-2,-1,-1
1539338853264393,-15,15,7,3,2,1,3,1
1539338853266382,5,-2,4,2,1,0,0,-1
1539338853266382,-4,0,-1,-2,-2,0,1,0
1539338853287478,0,-3,-2,-4,-1,-1,0,0
1539338853287478,-4,3,3,-1,0,0,-2,-1
1539338853288321,-1,-16,0,-1,-1,0,-3,0
1539338853288321,-2,-23,-5,-1,-1,-1,-1,-2
1539338853301302,-2,-1,-1,-1,0,0,-1,-1
1539338853301302,-2,9,3,0,0,-2,1,0
1539338853309264,8,-7,-7,-1,0,-1,-2,0
1539338853309264,-1,6,3,0,0,1,0,0
1539338853324224,-5,-7,0,-1,-2,-1,-3,-2
